Uniq_ID,Upload_Id,Status,Company,Technology,Concept,Question,Difficulty Level,Suggested Answer,Module
e4ac80a4-5,e4ac80a4,Completed,Wipro,Ansible,Configuration Management,We want to change the configuration of a server and later restart it. How do you do it using Ansible?,Easy,"Use the `template` or `copy` module to update the configuration file, registering the result as a variable. Then, use the `service` or `systemd` module to restart the server, conditioned by a `when: result.changed` statement to prevent unnecessary downtime. To follow best practices, use `notify` and `handlers` so the restart triggers only when the configuration actually changes, and ensure you include syntax validation or dry-runs (`--check`) in your pipeline before applying changes to production.",Ansible
e4ac80a4-6,e4ac80a4,Completed,Wipro,Ansible,Task Control and Handlers,"I want the service to restart immediately after the configuration file is updated, even though there are other tasks after it.",Easy,"In Ansible, use the `meta: flush_handlers` task immediately after updating the configuration file. By default, handlers run at the end of the play. Flushing handlers forces them to execute right away. Alternatively, in systemd/bash scripts, invoke `systemctl restart <service>` synchronously right after the file write operation. In production, ensure you include a validation step (like `nginx -t`) before restarting to prevent cascading outages from syntax errors.",Ansible
e4ac80a4-7,e4ac80a4,Completed,Wipro,Ansible,Rolling Updates,There are 100 servers in Ansible and we are doing patching without downtime. How can you do it using Ansible?,Hard,"To patch 100 servers with zero downtime, I use Ansible's 'serial' keyword to perform rolling updates, batching servers (e.g., 10% at a time). For each batch, the playbook uses a load balancer API or local HAproxy/Nginx task to drain traffic, safely puts the node into maintenance mode, applies OS patches, reboots if required, validates health checks, and returns the node to the rotation before proceeding to the next batch. I also implement 'max_fail_percentage: 0' to halt execution immediately if any batch fails.",Ansible
e4ac80a4-8,e4ac80a4,Completed,Wipro,General,Problem Solving,Simple approach for the above.,Easy,"When looking for the simplest approach in production, I prioritize reducing operational overhead, leveraging managed services, and utilizing existing primitives rather than custom tooling. I assess the core requirements, eliminate single points of failure, and apply the KISS principle (Keep It Simple, Stupid). For instance, instead of building a complex autoscaling script, I would use native cloud provider auto-scaling groups combined with standard monitoring alerts. This ensures maintainability, faster troubleshooting during incidents, and allows the team to focus on delivering business value rather than maintaining bespoke infrastructure.",Others
e4ac80a4-9,e4ac80a4,Completed,Wipro,Ansible,include_tasks,What is include_tasks in Ansible?,Easy,"`include_tasks` dynamically loads and executes a separate file of tasks during the playbook execution, evaluated at runtime. Unlike `import_tasks`, which is static and parsed before the playbook runs, `include_tasks` works seamlessly with loops (like `loop` or `with_items`) and conditional statements (`when`). In production, use `include_tasks` when task inclusion depends on runtime facts or requires iteration. Note that handlers called from within included tasks require specific naming conventions, and dynamic includes do not show up fully in static code analysis tools like `ansible-lint`.",Ansible
e4ac80a4-10,e4ac80a4,Completed,Wipro,Ansible,Role Execution,I want to execute a single task from a role. How can I do it?,Medium,"Use the `--tags` parameter combined with the `include_role` or `import_role` module, or tag the specific task within the role and run `ansible-playbook playbook.yml --tags <task_tag>`. Alternatively, run an ad-hoc command using the `include_role` module: `ansible all -m include_role -a ""name=my_role tasks_from=task_file.yml""`. In production, avoid running isolated tasks from roles manually unless for debugging; roles are designed as cohesive units. Best practice is to use tags or dedicated task files (`tasks_from`) to maintain idempotency and avoid breaking state.",Ansible
e4ac80a4-11,e4ac80a4,Completed,Wipro,Ansible,Error Handling,Error handling in Ansible.,Medium,"By default, Ansible fails tasks and aborts plays on errors. In production, I override this using 'failed_when' combined with registered variables to catch specific application warnings. For graceful recovery, I use 'ignore_errors: true' paired with 'rescue' blocks in 'block-rescue-always' structures for cleanup. To rollback changes when failures occur, I implement 'meta: clear_host_errors'. For idempotency and safety, I leverage 'max_fail_percentage' in rolling updates and use '--check' mode in CI/CD pipelines to validate playbooks before execution.",Ansible
e4ac80a4-12,e4ac80a4,Completed,Wipro,Linux,Remote Access,Which protocol do we use to connect to a Linux server?,Easy,"We use SSH (Secure Shell), typically on port 22, to securely connect to Linux servers. In production, best practices dictate disabling password authentication and root login, enforcing SSH key-based authentication, and using a bastion host, VPN, or Session Manager (like AWS SSM) for secure perimeter access. For advanced troubleshooting or automation, configuration management tools leverage SSH under the hood.",Linux
e4ac80a4-13,e4ac80a4,Completed,Wipro,Ansible,Agentless SSH Connection,AAP (Ansible Automation Platform) � how does it connect to Linux servers?,Easy,"AAP connects to Linux servers agentlessly using standard SSH. It pushes Python scripts over SSH, executes them, and removes them. For authentication, it relies on SSH keys or SSH passwords securely managed via AAP Credentials. For best practices, always use key-based authentication with restricted sudo (NOPASSWD configuration) and service accounts. In large-scale production, ensure SSH control persistence and pipelining are enabled in ansible.cfg to optimize connection performance and reduce overhead.",Ansible
e4ac80a4-14,e4ac80a4,Completed,Wipro,Ansible Automation Platform,Job Templates,What are the prerequisites to create a Template in AAP?,Easy,"To create a Job Template in AAP, you need four core prerequisites: an Organization (for RBAC), a verified Inventory (static or dynamic), a valid Execution Environment (container image), and a synced Project containing your Playbooks. Best practice is to ensure proper credential associations (like machine or vault credentials) are prepared beforehand, and assign least-privilege access at the Organization level before publishing templates to production teams.",Ansible
e4ac80a4-15,e4ac80a4,Completed,Wipro,Jenkins,Pipelines,Types of Pipelines in Jenkins. Which one have you used?,Medium,"Jenkins supports Scripted and Declarative pipelines. I primarily use Declarative pipelines because of their structured syntax, built-in error handling, and better readability for team collaboration. In production, I structure them using shared libraries to enforce security scanning, automated testing, and multi-environment deployments consistently across microservices. We define stages for parallel execution to optimize build times and implement robust post-actions for Slack notifications and artifact archiving.",Jenkins
e4ac80a4-16,e4ac80a4,Completed,Wipro,Jenkins,Secret Management,How do you secure secrets in Jenkins?,Medium,"I secure secrets in Jenkins using the built-in Credentials Plugin, avoiding plain text in Jenkinsfiles. For sensitive data, I integrate Jenkins with external secret stores like HashiCorp Vault or AWS Secrets Manager using their respective plugins to fetch credentials dynamically at runtime. For global secrets, I restrict access using Jenkins' Role-Based Access Control (RBAC) to limit exposure. Additionally, I ensure jobs mask output logs automatically to prevent accidental secret leakage during builds, and I regularly rotate credentials and audit access permissions.",Jenkins
